5.73,5.78,3.76
2.02,2.81,1.50
1.81,2.06,1.66
1.88,1.72,1.77
2.14,1.68,3.51

4.89,4.96,3.53
1.98,2.16,1.57
1.68,2.21,1.37
2.01,2.49,1.69
2.68,1.91,3.57

4.98,4.97,3.48
1.91,2.17,1.52
1.73,1.95,1.53
1.87,2.26,1.52
2.65,2.64,2.63

4.63,4.74,3.56
1.93,2.11,1.49
1.53,1.73,1.30
2.05,2.46,1.67
2.53,2.83,2.39
